destinataire;projet;horodatage;date_debut;date_fin;nb_lignes
DGT;DTS;2026-08-17T08:07:22;2026-01-01;2026-12-31;200
SIREN;Effectif_RCD;Effectif_H_rem_annuelle_globale;Effectif_F_rem_annuelle_globale;Effectif_H_taux_horaire_global;Effectif_F_taux_horaire_global;Effectif_H_rem_annuelle_variable;Effectif_F_rem_annuelle_variable;Rem_globale_annuelle_moyenne_ecart;Rem_globale_annuelle_moyenne_F;Rem_globale_annuelle_moyenne_H;Taux_horaire_global_moyen_ecart;Taux_horaire_global_moyen_F;Taux_horaire_global_moyen_H;Rem_variable_annuelle_moyenne_ecart;Rem_variable_annuelle_moyenne_F;Rem_variable_annuelle_moyenne_H;Taux_horaire_variable_moyen_ecart;Taux_horaire_variable_moyen_F;Taux_horaire_variable_moyen_H;Rem_globale_annuelle_mediane_ecart;Rem_globale_annuelle_mediane_F;Rem_globale_annuelle_mediane_H;Taux_horaire_global_median_ecart;Taux_globale_annuelle_mediane_F;Taux_globale_annuelle_mediane_H;Rem_variable_annuelle_mediane_ecart;Rem_variable_annuelle_mediane_F;Rem_variable_annuelle_mediane_H;Taux_horaire_variable_median_ecart;Taux_horaire_variable_median_F ;Taux_horaire_variable_median_H;Proportion_variable_F;Proportion_variable_H;Seuil_Q1_Rem_globale;Seuil_Q2_Rem_globale;Seuil_Q3_Rem_globale;Quartile1_Rem_globale_annuelle_nb_F;Quartile2_Rem_globale_annuelle_nb_F;Quartile3_Rem_globale_annuelle_nb_F;Quartile4_Rem_globale_annuelle_nb_F;Quartile1_Rem_globale_annuelle_nb_H;Quartile2_Rem_globale_annuelle_nb_H;Quartile3_Rem_globale_annuelle_nb_H;Quartile4_Rem_globale_annuelle_nb_H;Quartile1_Rem_globale_annuelle_proportion_F;Quartile2_Rem_globale_annuelle_proportion_F;Quartile3_Rem_globale_annuelle_proportion_F;Quartile4_Rem_globale_annuelle_proportion_F;Quartile1_Rem_globale_annuelle_proportion_H;Quartile2_Rem_globale_annuelle_proportion_H;Quartile3_Rem_globale_annuelle_proportion_H;Quartile4_Rem_globale_annuelle_proportion_H;Seuil_Q1_Taux_horaire_global;Seuil_Q2_Taux_horaire_global;Seuil_Q3_Taux_horaire_global;Quartile1_Taux_horaire_global_nb_F;Quartile2_Taux_horaire_global_nb_F;Quartile3_Taux_horaire_global_nb_F;Quartile4_Taux_horaire_global_nb_F;Quartile1_Taux_horaire_global_nb_H;Quartile2_Taux_horaire_global_nb_H;Quartile3_Taux_horaire_global_nb_H;Quartile4_Taux_horaire_global_nb_H;Quartile1_Taux_horaire_global_proportion_F;Quartile2_Taux_horaire_global_proportion_F;Quartile3_Taux_horaire_global_proportion_F;Quartile4_Taux_horaire_global_proportion_F;Quartile1_Taux_horaire_global_proportion_H;Quartile2_Taux_horaire_global_proportion_H;Quartile3_Taux_horaire_global_proportion_H;Quartile4_Taux_horaire_global_proportion_H;indice;indice_nature_exo;indice_unite;indice_ratio_suspensions;indice_ratio_arrets;indice_arrets_0;indice_quotite250;indice_quotite0;indice_rem_extremes;indice_taux_extremes
519877708;70,00;37;33;32;31;23;19;-0,0257;44109,19;43003,42;-0,0468;24,39;23,30;-0,0301;705,29;684,68;-0,0541;0,39;0,37;-0,0238;43994,81;42974,14;-0,0447;24,32;23,28;0,0643;660,88;706,30;0,0263;0,37;0,38;0,5758;0,6216;29016,36;32808,69;42282,03;10;9;8;6;7;9;10;11;0,5882;0,5000;0,4444;0,3529;0,4118;0,5000;0,5556;0,6471;15,88;17,95;23,14;10;9;7;5;6;7;9;10;0,6250;0,5625;0,4375;0,3333;0,3750;0,4375;0,5625;0,6667;0,5266;0,2130;0,0842;0,2507;0,1713;0,0302;0,0168;0,1868;0,3201;0,0305
402761787;70,00;55;15;48;13;17;4;0,0205;33099,20;33790,74;-0,0109;18,58;18,38;0,1026;484,34;539,70;0,0690;0,27;0,29;0,0370;33639,85;34930,95;0,0063;18,88;19,00;0,1291;503,75;578,45;0,0968;0,28;0,31;0,2667;0,3091;18831,39;24726,63;30776,77;4;6;2;3;14;12;15;14;0,2222;0,3333;0,1176;0,1765;0,7778;0,6667;0,8824;0,8235;10,31;13,54;16,85;3;5;2;3;12;11;13;12;0,2000;0,3125;0,1333;0,2000;0,8000;0,6875;0,8667;0,8000;0,5476;0,3696;0,2889;0,1439;0,0944;0,0188;0,0256;0,1978;0,5466;0,0042
807489414;70,00;37;33;33;30;15;11;0,0279;32344,32;33273,26;-0,0320;19,02;18,43;-0,0217;678,58;664,19;-0,0811;0,40;0,37;0,0450;32052,41;33561,02;-0,0145;18,85;18,58;-0,1405;659,13;577,92;-0,2188;0,39;0,32;0,3333;0,4054;17312,50;29726,08;33824,22;11;8;7;7;7;10;10;10;0,6111;0,4444;0,4118;0,4118;0,3889;0,5556;0,5882;0,5882;9,86;16,93;19,27;9;8;7;6;7;8;9;9;0,5625;0,5000;0,4375;0,4000;0,4375;0,5000;0,5625;0,6000;0,9482;0,4693;0,1823;0,1287;0,0555;0,0350;0,0639;0,0370;0,6306;0,0463
489154294;70,00;54;16;49;15;22;5;0,0822;36047,29;39274,52;0,0459;20,39;21,37;0,0902;313,42;344,49;0,0526;0,18;0,19;0,0692;33415,45;35899,16;0,0323;18,90;19,53;0,2670;275,26;375,51;0,2000;0,16;0,20;0,3125;0,4074;23672,49;27722,98;41347,69;5;4;3;4;12;13;15;14;0,2941;0,2353;0,1667;0,2222;0,7059;0,7647;0,8333;0,7778;12,99;15,22;22,70;5;4;2;4;11;12;14;12;0,3125;0,2500;0,1250;0,2500;0,6875;0,7500;0,8750;0,7500;0,7110;0,2559;0,2906;0,2351;0,1126;0,0095;0,1353;0,0315;0,8396;0,0478
428737605;70,00;35;35;31;30;12;12;0,0137;46627,18;47274,35;0,0113;25,27;25,56;-0,0060;665,26;661,29;0,0000;0,36;0,36;0,0058;46879,29;47154,50;0,0031;25,41;25,49;-0,0102;658,44;651,77;-0,0286;0,36;0,35;0,3429;0,3429;26007,20;35747,00;45339,86;9;10;7;9;9;7;10;9;0,5000;0,5882;0,4118;0,5000;0,5000;0,4118;0,5882;0,5000;14,08;19,35;24,54;7;9;7;7;8;7;8;8;0,4667;0,5625;0,4667;0,4667;0,5333;0,4375;0,5333;0,5333;0,7631;0,3306;0,2813;0,1218;0,1488;0,0274;0,1330;0,0099;0,2823;0,0059
692037021;70,00;47;23;45;22;13;5;0,0238;36460,40;37347,62;-0,0465;21,16;20,22;0,1042;274,63;306,56;0,0588;0,16;0,17;0,0382;35548,80;36959,69;-0,0310;20,63;20,01;0,0125;277,95;281,48;-0,0667;0,16;0,15;0,2174;0,2766;18910,78;32199,30;40745,10;8;5;5;5;10;12;13;12;0,4444;0,2941;0,2778;0,2941;0,5556;0,7059;0,7222;0,7059;10,47;17,83;22,56;7;5;5;5;9;12;12;12;0,4375;0,2941;0,2941;0,2941;0,5625;0,7059;0,7059;0,7059;0,6796;0,0650;0,0563;0,0592;0,0476;0,0483;0,0778;0,0641;0,6907;0,0104
542019237;70,00;32;38;31;33;10;12;-0,0118;40900,68;40423,05;-0,0808;24,21;22,40;-0,0008;746,34;745,77;-0,0732;0,44;0,41;-0,0040;44134,85;43958,04;-0,0727;26,13;24,36;0,1046;717,61;801,40;0,0455;0,42;0,44;0,3158;0,3125;21582,90;30833,25;37333,61;11;9;8;10;6;9;9;8;0,6471;0,5000;0,4706;0,5556;0,3529;0,5000;0,5294;0,4444;12,37;17,67;21,40;10;8;7;8;6;8;9;8;0,6250;0,5000;0,4375;0,5000;0,3750;0,5000;0,5625;0,5000;0,7951;0,3556;0,2135;0,0066;0,0642;0,0239;0,2077;0,0184;0,8315;0,0302
343982567;70,00;49;21;42;20;20;8;0,0461;33524,87;35144,50;-0,0255;19,74;19,25;0,1490;234,35;275,38;0,0667;0,14;0,15;0,0595;35652,16;37908,19;-0,0111;20,99;20,76;0,1112;213,48;240,18;0,0000;0,13;0,13;0,3810;0,4082;24185,13;27511,39;32715,89;7;5;5;4;11;12;13;13;0,3889;0,2941;0,2778;0,2353;0,6111;0,7059;0,7222;0,7647;13,55;15,42;18,33;7;5;4;4;9;10;12;11;0,4375;0,3333;0,2500;0,2667;0,5625;0,6667;0,7500;0,7333;0,6713;0,1499;0,2271;0,2806;0,1003;0,0461;0,0527;0,1672;0,9283;0,0362
542034327;129,00;68;61;66;53;31;30;-0,0234;46038,98;44985,98;-0,0519;25,76;24,49;0,0207;566,35;578,34;-0,0323;0,32;0,31;-0,0161;46148,78;45415,43;-0,0441;25,82;24,73;0,1667;505,08;606,15;0,1515;0,28;0,33;0,4918;0,4559;25743,75;37227,53;42014,80;16;15;16;14;16;17;17;18;0,5000;0,4688;0,4848;0,4375;0,5000;0,5313;0,5152;0,5625;14,19;20,51;23,15;14;13;13;13;16;16;17;17;0,4667;0,4483;0,4333;0,4333;0,5333;0,5517;0,5667;0,5667;0,5138;0,0554;0,2782;0,0131;0,1571;0,0120;0,0752;0,0508;0,5252;0,0275
403609779;122,00;31;91;29;78;4;11;0,0113;28378,25;28703,23;0,0057;15,83;15,92;0,1062;255,68;286,06;0,1250;0,14;0,16;0,0006;29767,64;29786,61;-0,0048;16,61;16,53;0,2371;221,62;290,49;0,2500;0,12;0,16;0,1209;0,1290;18189,00;22886,20;30347,89;23;25;22;21;8;6;8;9;0,7419;0,8065;0,7333;0,7000;0,2581;0,1935;0,2667;0,3000;10,13;12,75;16,91;19;22;19;18;7;5;8;9;0,7308;0,8148;0,7037;0,6667;0,2692;0,1852;0,2963;0,3333;0,8089;0,2096;0,0079;0,0845;0,1623;0,0121;0,2039;0,1452;0,6310;0,0082
775675598;142,00;65;77;56;72;40;39;-0,0189;40811,81;40055,22;-0,0737;23,31;21,71;-0,0371;437,40;421,75;-0,0870;0,25;0,23;-0,0263;41184,45;40130,47;-0,0818;23,53;21,75;-0,2363;454,12;367,33;-0,3000;0,26;0,20;0,5065;0,6154;22254,98;32317,04;36825,17;19;19;21;18;16;17;14;18;0,5429;0,5278;0,6000;0,5000;0,4571;0,4722;0,4000;0,5000;12,42;18,04;20,55;18;18;20;16;14;14;13;15;0,5625;0,5625;0,6061;0,5161;0,4375;0,4375;0,3939;0,4839;0,5277;0,3011;0,1990;0,2166;0,0279;0,0307;0,2423;0,0267;0,7526;0,0023
899697957;133,00;49;84;47;77;6;9;0,0200;25140,87;25652,71;0,0057;13,94;14,02;0,1033;107,18;119,53;0,1429;0,06;0,07;0,0364;25306,61;26263,34;0,0223;14,03;14,35;-0,0401;111,29;107,00;0,0000;0,06;0,06;0,1071;0,1224;17352,20;22592,94;23277,84;22;23;19;20;12;10;14;13;0,6471;0,6970;0,5758;0,6061;0,3529;0,3030;0,4242;0,3939;9,57;12,46;12,83;20;21;18;18;11;10;13;13;0,6452;0,6774;0,5806;0,5806;0,3548;0,3226;0,4194;0,4194;0,9407;0,1377;0,0792;0,2435;0,1076;0,0094;0,2143;0,0651;0,6405;0,0309
775682024;109,00;50;59;46;57;21;26;0,0174;37985,19;38659,58;-0,0131;21,73;21,45;-0,0249;470,81;459,35;-0,0800;0,27;0,25;0,0185;40425,61;41187,47;-0,0118;23,12;22,85;0,0190;493,98;503,54;0,0000;0,28;0,28;0,4407;0,4200;24374,22;32408,92;38343,80;16;14;16;13;11;13;12;14;0,5926;0,5185;0,5714;0,4815;0,4074;0,4815;0,4286;0,5185;13,75;18,29;21,63;15;14;15;13;10;12;11;13;0,6000;0,5385;0,5769;0,5000;0,4000;0,4615;0,4231;0,5000;0,8283;0,2029;0,1490;0,0345;0,0797;0,0162;0,2805;0,1986;0,2492;0,0409
378047500;126,00;56;70;48;61;9;10;0,0074;30702,66;30931,21;-0,0030;16,78;16,73;0,0072;104,64;105,40;0,0000;0,06;0,06;-0,0109;29475,47;29158,17;-0,0209;16,11;15,78;0,2604;89,45;120,94;0,2857;0,05;0,07;0,1429;0,1607;20042,46;27081,16;33666,35;17;18;18;17;14;13;14;15;0,5484;0,5806;0,5625;0,5313;0,4516;0,4194;0,4375;0,4688;10,91;14,74;18,32;15;16;15;15;12;11;12;13;0,5556;0,5926;0,5556;0,5357;0,4444;0,4074;0,4444;0,4643;0,7710;0,1529;0,1641;0,0787;0,0823;0,0085;0,2222;0,1647;0,6363;0,0341
804354264;113,00;56;57;50;50;28;25;-0,0033;42144,22;42004,98;-0,0103;23,51;23,27;0,0293;337,55;347,73;0,0000;0,19;0,19;0,0033;41452,10;41588,84;-0,0035;23,12;23,04;-0,0368;357,19;344,51;-0,0526;0,20;0,19;0,4386;0,5000;28135,89;36721,93;38762,58;17;15;14;11;11;13;15;17;0,6071;0,5357;0,4828;0,3929;0,3929;0,4643;0,5172;0,6071;15,64;20,41;21,55;15;13;12;10;10;12;13;15;0,6000;0,5200;0,4800;0,4000;0,4000;0,4800;0,5200;0,6000;0,7497;0,1387;0,2005;0,1161;0,0897;0,0068;0,0174;0,0383;0,4183;0,0059
331790436;131,00;33;98;29;85;6;14;0,0559;23867,69;25279,76;0,0544;13,04;13,79;0,0665;107,25;114,89;0,0000;0,06;0,06;0,0505;23318,58;24559,25;0,0493;12,74;13,40;-0,0467;107,09;102,31;0,0000;0,06;0,06;0,1429;0,1818;16798,77;18856,63;23275,65;25;25;23;25;8;8;9;8;0,7576;0,7576;0,7188;0,7576;0,2424;0,2424;0,2813;0,2424;9,18;10,30;12,72;22;21;20;22;7;7;8;7;0,7586;0,7500;0,7143;0,7586;0,2414;0,2500;0,2857;0,2414;0,6322;0,4552;0,1104;0,0546;0,0363;0,0102;0,2262;0,0602;0,9390;0,0089
833859986;142,00;72;70;68;60;41;36;-0,0109;45833,28;45338,95;-0,0175;24,95;24,52;-0,0401;534,88;514,28;-0,0357;0,29;0,28;-0,0221;48796,34;47739,93;-0,0291;26,56;25,81;-0,2500;611,76;489,39;-0,2692;0,33;0,26;0,5143;0,5694;25199,52;33818,22;41547,99;22;17;14;17;13;19;22;18;0,6286;0,4722;0,3889;0,4857;0,3714;0,5278;0,6111;0,5143;13,67;18,34;22,54;19;14;12;15;13;18;20;17;0,5938;0,4375;0,3750;0,4688;0,4063;0,5625;0,6250;0,5313;0,5901;0,4119;0,2635;0,1442;0,1120;0,0216;0,0468;0,0314;0,4333;0,0043
501527303;123,00;41;82;36;81;7;13;0,0777;25464,21;27610,85;0,0630;14,27;15,23;0,1750;160,66;194,73;0,1818;0,09;0,11;0,0832;23545,65;25681,23;0,0685;13,19;14,16;0,1793;181,52;221,19;0,1667;0,10;0,12;0,1585;0,1707;16941,63;20516,76;28278,77;22;22;18;20;9;9;12;11;0,7097;0,7097;0,6000;0,6452;0,2903;0,2903;0,4000;0,3548;9,45;11,44;15,77;21;22;19;19;8;8;10;10;0,7241;0,7333;0,6552;0,6552;0,2759;0,2667;0,3448;0,3448;0,8074;0,0721;0,0297;0,1946;0,0205;0,0277;0,0017;0,1408;0,4383;0,0241
822949293;112,00;51;61;46;59;27;30;-0,0155;48328,50;47593,08;-0,0702;28,05;26,21;-0,0379;409,74;394,78;-0,0909;0,24;0,22;0,0040;48205,59;48401,42;-0,0499;27,98;26,65;-0,1940;469,00;392,79;-0,2273;0,27;0,22;0,4918;0,5294;28915,84;40293,16;42884,91;16;14;14;17;12;14;14;11;0,5714;0,5000;0,5000;0,6071;0,4286;0,5000;0,5000;0,3929;16,40;22,85;24,32;15;15;13;16;11;12;13;10;0,5769;0,5556;0,5000;0,6154;0,4231;0,4444;0,5000;0,3846;0,8793;0,0068;0,1316;0,0873;0,1619;0,0239;0,0065;0,1262;0,4500;0,0131
511709677;143,00;61;82;52;80;11;15;0,0273;29303,18;30126,63;-0,0227;16,69;16,32;0,1295;345,88;397,33;0,0909;0,20;0,22;0,0375;27678,39;28755,62;-0,0122;15,77;15,58;0,0663;351,55;376,53;0,0000;0,20;0,20;0,1829;0,1803;20393,53;26695,02;30697,77;23;20;19;20;12;16;17;16;0,6571;0,5556;0,5278;0,5556;0,3429;0,4444;0,4722;0,4444;11,39;14,90;17,14;23;20;19;18;11;13;14;14;0,6765;0,6061;0,5758;0,5625;0,3235;0,3939;0,4242;0,4375;0,8331;0,4835;0,0007;0,0683;0,1530;0,0070;0,2791;0,1649;0,3618;0,0124
997536818;137,00;62;75;53;71;20;23;-0,0290;39133,75;38031,94;-0,0792;22,48;20,83;0,0315;451,17;465,86;0,0000;0,26;0,26;-0,0273;40046,80;38981,04;-0,0773;23,00;21,35;-0,0179;501,93;493,10;-0,0741;0,29;0,27;0,3067;0,3226;23840,12;30253,11;37271,28;18;19;19;19;16;15;15;16;0,5294;0,5588;0,5588;0,5429;0,4706;0,4412;0,4412;0,4571;13,42;17,02;20,97;17;18;18;18;14;13;13;13;0,5484;0,5806;0,5806;0,5806;0,4516;0,4194;0,4194;0,4194;0,8567;0,4227;0,0198;0,0766;0,1309;0,0268;0,2078;0,0931;0,8124;0,0226
500492004;115,00;47;68;45;65;11;16;0,0608;24753,68;26357,22;0,0062;14,44;14,53;0,0732;104,86;113,14;0,0000;0,06;0,06;0,0624;23005,98;24535,91;0,0074;13,42;13,52;0,0095;96,60;97,53;-0,2000;0,06;0,05;0,2353;0,2340;17692,86;21668,57;25666,98;19;16;15;18;10;12;14;11;0,6552;0,5714;0,5172;0,6207;0,3448;0,4286;0,4828;0,3793;10,08;12,35;14,63;19;15;14;17;9;12;13;11;0,6786;0,5556;0,5185;0,6071;0,3214;0,4444;0,4815;0,3929;0,6118;0,0764;0,2179;0,0105;0,1720;0,0191;0,2607;0,0181;0,0234;0,0280
380744870;110,00;56;54;52;46;40;29;0,0162;46015,47;46771,85;-0,0362;26,88;25,94;0,0270;724,81;744,96;-0,0244;0,42;0,41;0,0176;46736,10;47572,79;-0,0345;27,30;26,39;0,0734;790,55;853,15;0,0213;0,46;0,47;0,5370;0,7143;26361,32;37768,64;42486,70;17;11;13;13;11;17;14;14;0,6071;0,3929;0,4815;0,4815;0,3929;0,6071;0,5185;0,5185;14,98;21,46;24,14;14;10;11;11;10;15;13;14;0,5833;0,4000;0,4583;0,4400;0,4167;0,6000;0,5417;0,5600;0,9000;0,2874;0,0176;0,0453;0,0719;0,0099;0,1146;0,0990;0,6119;0,0103
434704201;125,00;49;76;48;73;11;15;0,0488;22336,41;23482,15;0,0200;12,71;12,97;0,0502;224,27;236,13;0,0000;0,13;0,13;0,0368;21328,84;22144,44;0,0074;12,14;12,23;-0,0908;246,34;225,83;-0,1667;0,14;0,12;0,1974;0,2245;14611,58;19255,67;25676,51;21;16;20;19;10;15;12;12;0,6774;0,5161;0,6250;0,6129;0,3226;0,4839;0,3750;0,3871;8,22;10,83;14,44;20;16;19;18;10;15;11;12;0,6667;0,5161;0,6333;0,6000;0,3333;0,4839;0,3667;0,4000;0,7657;0,0999;0,2738;0,1181;0,1926;0,0445;0,2372;0,1935;0,0669;0,0246
841219702;134,00;71;63;64;59;32;25;-0,0175;45630,00;44843,02;-0,0440;25,40;24,33;0,0202;698,35;712,78;0,0000;0,39;0,39;-0,0108;47031,33;46527,36;-0,0368;26,18;25,25;0,1453;636,37;744,58;0,1250;0,35;0,40;0,3968;0,4507;28571,12;39573,84;41239,86;16;17;16;14;17;17;18;19;0,4848;0,5000;0,4706;0,4242;0,5152;0,5000;0,5294;0,5758;15,69;21,74;22,65;16;16;14;13;15;15;17;17;0,5161;0,5161;0,4516;0,4333;0,4839;0,4839;0,5484;0,5667;0,9848;0,1562;0,0339;0,0304;0,1394;0,0457;0,1596;0,0701;0,5472;0,0017
797610730;130,00;41;89;38;77;10;21;-0,0064;29159,67;28974,62;-0,0187;16,35;16,05;0,0651;345,11;369,14;0,0500;0,19;0,20;-0,0072;28543,92;28341,25;-0,0197;16,01;15,70;0,1820;320,11;391,35;0,1818;0,18;0,22;0,2360;0,2439;14986,58;20715,64;30076,72;25;22;19;23;8;10;14;9;0,7576;0,6875;0,5758;0,7188;0,2424;0,3125;0,4242;0,2813;8,37;11,57;16,80;22;19;16;20;7;10;12;9;0,7586;0,6552;0,5714;0,6897;0,2414;0,3448;0,4286;0,3103;0,6241;0,1636;0,0540;0,2507;0,1021;0,0064;0,2947;0,0857;0,0265;0,0174
341515047;100,00;54;46;54;40;18;15;0,0209;37618,85;38420,35;-0,0502;22,37;21,30;-0,0292;523,44;508,60;-0,1071;0,31;0,28;0,0344;36374,32;37668,78;-0,0359;21,63;20,88;-0,0746;562,15;523,12;-0,1379;0,33;0,29;0,3261;0,3333;21686,10;31476,56;40078,19;13;12;10;11;12;13;15;14;0,5200;0,4800;0,4000;0,4400;0,4800;0,5200;0,6000;0,5600;12,38;17,97;22,87;11;11;8;10;13;12;15;14;0,4583;0,4783;0,3478;0,4167;0,5417;0,5217;0,6522;0,5833;0,8036;0,4981;0,0279;0,0088;0,1225;0,0482;0,0164;0,1207;0,1414;0,0481
791016108;123,00;38;85;33;84;7;14;0,0503;24899,66;26217,96;0,0161;14,02;14,25;0,1033;322,41;359,54;0,1000;0,18;0,20;0,0568;25897,35;27457,49;0,0228;14,58;14,92;0,2697;283,73;388,52;0,2381;0,16;0,21;0,1647;0,1842;17557,61;21723,92;28360,82;22;21;20;22;9;10;10;9;0,7097;0,6774;0,6667;0,7097;0,2903;0,3226;0,3333;0,2903;9,79;12,11;15,81;21;20;20;23;8;9;9;7;0,7241;0,6897;0,6897;0,7667;0,2759;0,3103;0,3103;0,2333;0,7694;0,3586;0,0848;0,0020;0,1729;0,0269;0,0641;0,0071;0,0688;0,0430
442154456;233,00;86;147;80;129;31;48;-0,0939;41351,69;37801,25;-0,1510;24,01;20,86;-0,1778;916,83;778,45;-0,2326;0,53;0,43;-0,0988;39268,80;35737,09;-0,1562;22,80;19,72;-0,4090;989,82;702,48;-0,4615;0,57;0,39;0,3265;0,3605;21759,11;28624,72;36332,81;42;31;35;39;15;29;23;19;0,7368;0,5167;0,6034;0,6724;0,2632;0,4833;0,3966;0,3276;12,39;16,30;20,68;37;27;31;34;14;27;22;17;0,7255;0,5000;0,5849;0,6667;0,2745;0,5000;0,4151;0,3333;0,7069;0,4114;0,1767;0,2652;0,0122;0,0119;0,2433;0,1420;0,6816;0,0105
351322722;155,00;110;45;102;43;38;13;0,0595;36392,13;38694,32;0,0462;20,02;20,99;0,1226;277,17;315,91;0,1176;0,15;0,17;0,0632;34746,47;37091,73;0,0497;19,12;20,12;-0,0368;314,87;303,69;-0,0625;0,17;0,16;0,2889;0,3455;22948,61;30978,53;39175,54;15;12;11;7;24;26;28;32;0,3846;0,3158;0,2821;0,1795;0,6154;0,6842;0,7179;0,8205;12,50;16,88;21,34;12;12;11;8;23;24;26;29;0,3429;0,3333;0,2973;0,2162;0,6571;0,6667;0,7027;0,7838;0,7950;0,0806;0,0694;0,2415;0,0716;0,0357;0,0335;0,0777;0,4543;0,0038
433464997;209,00;102;107;95;97;51;44;-0,0961;45768,31;41754,35;-0,1029;25,41;23,04;-0,1544;553,92;479,84;-0,1923;0,31;0,26;-0,1131;46213,59;41517,11;-0,1200;25,66;22,91;-0,3090;594,14;453,88;-0,3200;0,33;0,25;0,4112;0,5000;24513,07;36042,96;37945,02;26;26;20;35;26;26;33;17;0,5000;0,5000;0,3774;0,6731;0,5000;0,5000;0,6226;0,3269;13,57;19,95;21,00;24;24;17;32;24;25;32;14;0,5000;0,4898;0,3469;0,6957;0,5000;0,5102;0,6531;0,3043;0,5632;0,1150;0,0918;0,0194;0,1338;0,0124;0,2113;0,0898;0,4988;0,0087
377791223;153,00;105;48;98;43;39;17;0,0139;36088,77;36596,95;-0,0246;20,79;20,29;0,1296;480,22;551,70;0,0968;0,28;0,31;0,0167;38007,82;38653,64;-0,0219;21,90;21,43;-0,1249;551,34;490,11;-0,1852;0,32;0,27;0,3542;0,3714;24413,76;29989,29;34138,58;14;12;10;12;24;27;28;26;0,3684;0,3077;0,2632;0,3158;0,6316;0,6923;0,7368;0,6842;13,69;16,82;19,15;13;10;10;10;23;25;25;25;0,3611;0,2857;0,2857;0,2857;0,6389;0,7143;0,7143;0,7143;0,6466;0,0039;0,2086;0,2679;0,0659;0,0184;0,2213;0,0120;0,8642;0,0138
327753281;176,00;74;102;69;91;41;53;-0,0822;36171,77;33425,39;-0,0983;20,23;18,42;-0,1029;870,50;789,31;-0,1395;0,49;0,43;-0,0648;36629,92;34400,48;-0,0807;20,49;18,96;-0,1356;974,10;857,79;-0,1489;0,54;0,47;0,5196;0,5541;18354,72;24952,68;35863,82;25;24;20;33;19;20;25;10;0,5682;0,5455;0,4444;0,7674;0,4318;0,4545;0,5556;0,2326;10,20;13,87;19,93;23;21;17;30;17;19;23;10;0,5750;0,5250;0,4250;0,7500;0,4250;0,4750;0,5750;0,2500;0,6424;0,3360;0,1969;0,0939;0,1271;0,0306;0,2596;0,1359;0,7130;0,0005
552146425;156,00;107;49;95;42;36;16;0,0741;31591,81;34119,57;0,0707;17,34;18,66;0,0603;470,24;500,44;0,0370;0,26;0,27;0,0739;31424,41;33930,60;0,0701;17,25;18,55;-0,0734;523,00;487,24;-0,0741;0,29;0,27;0,3265;0,3364;19773,00;27397,49;32638,50;18;10;9;12;22;28;30;27;0,4500;0,2632;0,2308;0,3077;0,5500;0,7368;0,7692;0,6923;10,82;15,00;17,87;15;8;8;11;19;26;27;23;0,4412;0,2353;0,2286;0,3235;0,5588;0,7647;0,7714;0,6765;0,5414;0,2443;0,2943;0,0193;0,0551;0,0099;0,0693;0,1358;0,8580;0,0419
378619209;168,00;66;102;63;100;22;27;-0,1301;46550,27;41191,83;-0,1933;26,91;22,55;-0,2747;881,13;691,23;-0,3421;0,51;0,38;-0,1441;44202,27;38635,82;-0,2080;25,55;21,15;-0,4145;951,97;673,00;-0,4865;0,55;0,37;0,2647;0,3333;23813,38;36968,73;37396,34;24;26;21;31;18;16;22;10;0,5714;0,6190;0,4884;0,7561;0,4286;0,3810;0,5116;0,2439;13,48;20,92;21,16;25;26;19;30;16;15;22;10;0,6098;0,6341;0,4634;0,7500;0,3902;0,3659;0,5366;0,2500;0,8184;0,4180;0,2806;0,0326;0,0636;0,0376;0,0510;0,0844;0,0835;0,0242
301364824;228,00;183;45;171;45;62;15;0,0818;33085,51;36032,58;0,0692;18,29;19,65;0,0998;219,88;244,25;0,0769;0,12;0,13;0,0691;31182,43;33497,34;0,0564;17,24;18,27;0,0109;228,80;231,32;0,0000;0,13;0,13;0,3333;0,3388;23710,01;31121,15;34168,99;12;14;6;13;45;43;51;44;0,2105;0,2456;0,1053;0,2281;0,7895;0,7544;0,8947;0,7719;12,97;17,02;18,69;12;13;7;13;42;42;47;40;0,2222;0,2364;0,1296;0,2453;0,7778;0,7636;0,8704;0,7547;0,6138;0,1469;0,0587;0,0280;0,0094;0,0049;0,2897;0,0242;0,3287;0,0420
492842729;203,00;70;133;65;131;24;39;-0,0840;48831,68;45049,19;-0,1169;27,90;24,98;-0,1633;1151,38;989,73;-0,2000;0,66;0,55;-0,0915;45922,93;42073,82;-0,1247;26,24;23,33;-0,2786;1221,23;955,15;-0,3208;0,70;0,53;0,2932;0,3429;24018,52;39269,99;42784,30;39;28;31;35;11;23;20;16;0,7800;0,5490;0,6078;0,6863;0,2200;0,4510;0,3922;0,3137;13,59;22,21;24,20;38;27;32;34;11;22;17;15;0,7755;0,5510;0,6531;0,6939;0,2245;0,4490;0,3469;0,3061;0,5048;0,4999;0,2205;0,1842;0,1327;0,0390;0,0595;0,0094;0,2208;0,0306
